,Id,Use,Cat,Bird
7020,training_bird_15810,Train,0,1
7021,training_bird_15816,Train,0,1
7022,training_bird_15818,Train,0,1
7023,training_bird_15826,Train,0,1
7024,training_bird_15831,Train,0,1
7025,training_bird_15833,Train,0,1
7026,training_bird_15854,Train,0,1
7027,training_bird_15864,Train,0,1
7028,training_bird_15866,Train,0,1
7029,training_bird_15874,Train,0,1
7030,training_bird_15876,Train,0,1
7031,training_bird_1589,Train,0,1
7032,training_bird_159,Train,0,1
7033,training_bird_15900,Train,0,1
7034,training_bird_15902,Train,0,1
7035,training_bird_15904,Train,0,1
7036,training_bird_1591,Train,0,1
7037,training_bird_15913,Train,0,1
7038,training_bird_1592,Train,0,1
7039,training_bird_15923,Train,0,1
7040,training_bird_15931,Train,0,1
7041,training_bird_15934,Train,0,1
7042,training_bird_15944,Train,0,1
7043,training_bird_15945,Train,0,1
7044,training_bird_15947,Train,0,1
7045,training_bird_1595,Train,0,1
7046,training_bird_15958,Train,0,1
7047,training_bird_15969,Train,0,1
7048,training_bird_15980,Train,0,1
7049,training_bird_15983,Train,0,1
7050,training_bird_15984,Train,0,1
7051,training_bird_15991,Train,0,1
7052,training_bird_15996,Train,0,1
7053,training_bird_16012,Train,0,1
7054,training_bird_16026,Train,0,1
7055,training_bird_16034,Train,0,1
7056,training_bird_16037,Train,0,1
7057,training_bird_16045,Train,0,1
7058,training_bird_16047,Train,0,1
7059,training_bird_16048,Train,0,1
7060,training_bird_16053,Train,0,1
7061,training_bird_16054,Train,0,1
7062,training_bird_16056,Train,0,1
7063,training_bird_16057,Train,0,1
7064,training_bird_16059,Train,0,1
7065,training_bird_16069,Train,0,1
7066,training_bird_16072,Train,0,1
7067,training_bird_16080,Train,0,1
7068,training_bird_16081,Train,0,1
7069,training_bird_1609,Train,0,1
7070,training_bird_16093,Train,0,1
7071,training_bird_16099,Train,0,1
7072,training_bird_16105,Train,0,1
7073,training_bird_16108,Train,0,1
7074,training_bird_1612,Train,0,1
7075,training_bird_1613,Train,0,1
7076,training_bird_16136,Train,0,1
7077,training_bird_16137,Train,0,1
7078,training_bird_16148,Train,0,1
7079,training_bird_16152,Train,0,1
7080,training_bird_16157,Train,0,1
7081,training_bird_1616,Train,0,1
7082,training_bird_16174,Train,0,1
7083,training_bird_16175,Train,0,1
7084,training_bird_16180,Train,0,1
7085,training_bird_16195,Train,0,1
7086,training_bird_16197,Train,0,1
7087,training_bird_16208,Train,0,1
7088,training_bird_16214,Train,0,1
7089,training_bird_16216,Train,0,1
7090,training_bird_1622,Train,0,1
7091,training_bird_16222,Train,0,1
7092,training_bird_16223,Train,0,1
7093,training_bird_16227,Train,0,1
7094,training_bird_16239,Train,0,1
7095,training_bird_16247,Train,0,1
7096,training_bird_16254,Train,0,1
7097,training_bird_16270,Train,0,1
7098,training_bird_16271,Train,0,1
7099,training_bird_16273,Train,0,1
7100,training_bird_16274,Train,0,1
7101,training_bird_16278,Train,0,1
7102,training_bird_16288,Train,0,1
7103,training_bird_16301,Train,0,1
7104,training_bird_16303,Train,0,1
7105,training_bird_16312,Train,0,1
7106,training_bird_16317,Train,0,1
7107,training_bird_16320,Train,0,1
7108,training_bird_16321,Train,0,1
7109,training_bird_16324,Train,0,1
7110,training_bird_16332,Train,0,1
7111,training_bird_16335,Train,0,1
7112,training_bird_16344,Train,0,1
7113,training_bird_16351,Train,0,1
7114,training_bird_16363,Train,0,1
7115,training_bird_1637,Train,0,1
7116,training_bird_16371,Train,0,1
7117,training_bird_16382,Train,0,1
7118,training_bird_16388,Train,0,1
7119,training_bird_16395,Train,0,1
7120,training_bird_16396,Train,0,1
7121,training_bird_16398,Train,0,1
7122,training_bird_16401,Train,0,1
7123,training_bird_16410,Train,0,1
7124,training_bird_16416,Train,0,1
7125,training_bird_16419,Train,0,1
7126,training_bird_16422,Train,0,1
7127,training_bird_16425,Train,0,1
7128,training_bird_16428,Train,0,1
7129,training_bird_16430,Train,0,1
7130,training_bird_16446,Train,0,1
7131,training_bird_16449,Train,0,1
7132,training_bird_16451,Train,0,1
7133,training_bird_16456,Train,0,1
7134,training_bird_16464,Train,0,1
7135,training_bird_16467,Train,0,1
7136,training_bird_1647,Train,0,1
7137,training_bird_16471,Train,0,1
7138,training_bird_16479,Train,0,1
7139,training_bird_16488,Train,0,1
7140,training_bird_1649,Train,0,1
7141,training_bird_16491,Train,0,1
7142,training_bird_16492,Train,0,1
7143,training_bird_16493,Train,0,1
7144,training_bird_16499,Train,0,1
7145,training_bird_16509,Train,0,1
7146,training_bird_16511,Train,0,1
7147,training_bird_16516,Train,0,1
7148,training_bird_16522,Train,0,1
7149,training_bird_16526,Train,0,1
7150,training_bird_1653,Train,0,1
7151,training_bird_16534,Train,0,1
7152,training_bird_16535,Train,0,1
7153,training_bird_16546,Train,0,1
7154,training_bird_1655,Train,0,1
7155,training_bird_16550,Train,0,1
7156,training_bird_16551,Train,0,1
7157,training_bird_16557,Train,0,1
7158,training_bird_16559,Train,0,1
7159,training_bird_16560,Train,0,1
7160,training_bird_16562,Train,0,1
7161,training_bird_16568,Train,0,1
7162,training_bird_1657,Train,0,1
7163,training_bird_16571,Train,0,1
7164,training_bird_16575,Train,0,1
7165,training_bird_16579,Train,0,1
7166,training_bird_16586,Train,0,1
7167,training_bird_16591,Train,0,1
7168,training_bird_16593,Train,0,1
7169,training_bird_16596,Train,0,1
7170,training_bird_16597,Train,0,1
7171,training_bird_16604,Train,0,1
7172,training_bird_16605,Train,0,1
7173,training_bird_16608,Train,0,1
7174,training_bird_16612,Train,0,1
7175,training_bird_16625,Train,0,1
7176,training_bird_16628,Train,0,1
7177,training_bird_16630,Train,0,1
7178,training_bird_16636,Train,0,1
7179,training_bird_1664,Train,0,1
7180,training_bird_1665,Train,0,1
7181,training_bird_16657,Train,0,1
7182,training_bird_16663,Train,0,1
7183,training_bird_16666,Train,0,1
7184,training_bird_16668,Train,0,1
7185,training_bird_16674,Train,0,1
7186,training_bird_16683,Train,0,1
7187,training_bird_16685,Train,0,1
7188,training_bird_16695,Train,0,1
7189,training_bird_16704,Train,0,1
7190,training_bird_16713,Train,0,1
7191,training_bird_16715,Train,0,1
7192,training_bird_1672,Train,0,1
7193,training_bird_16722,Train,0,1
7194,training_bird_16734,Train,0,1
7195,training_bird_16751,Train,0,1
7196,training_bird_16756,Train,0,1
7197,training_bird_16760,Train,0,1
7198,training_bird_16767,Train,0,1
7199,training_bird_16775,Train,0,1
7200,training_bird_16786,Train,0,1
7201,training_bird_16800,Train,0,1
7202,training_bird_16804,Train,0,1
7203,training_bird_16812,Train,0,1
7204,training_bird_16813,Train,0,1
7205,training_bird_16827,Train,0,1
7206,training_bird_16834,Train,0,1
7207,training_bird_16841,Train,0,1
7208,training_bird_16847,Train,0,1
7209,training_bird_16852,Train,0,1
7210,training_bird_16854,Train,0,1
7211,training_bird_16859,Train,0,1
7212,training_bird_16872,Train,0,1
7213,training_bird_16875,Train,0,1
7214,training_bird_16887,Train,0,1
7215,training_bird_16890,Train,0,1
7216,training_bird_16894,Train,0,1
7217,training_bird_16896,Train,0,1
7218,training_bird_1690,Train,0,1
7219,training_bird_16908,Train,0,1
7220,training_bird_16913,Train,0,1
7221,training_bird_16915,Train,0,1
7222,training_bird_16916,Train,0,1
7223,training_bird_16926,Train,0,1
7224,training_bird_16931,Train,0,1
7225,training_bird_16935,Train,0,1
7226,training_bird_16945,Train,0,1
7227,training_bird_1695,Train,0,1
7228,training_bird_16950,Train,0,1
7229,training_bird_16957,Train,0,1
7230,training_bird_16965,Train,0,1
7231,training_bird_16972,Train,0,1
7232,training_bird_16989,Train,0,1
7233,training_bird_16993,Train,0,1
7234,training_bird_16997,Train,0,1
7235,training_bird_16998,Train,0,1
7236,training_bird_17,Train,0,1
7237,training_bird_17006,Train,0,1
7238,training_bird_17019,Train,0,1
7239,training_bird_1702,Train,0,1
7240,training_bird_17027,Train,0,1
7241,training_bird_17028,Train,0,1
7242,training_bird_17037,Train,0,1
7243,training_bird_17044,Train,0,1
7244,training_bird_17055,Train,0,1
7245,training_bird_17058,Train,0,1
7246,training_bird_17061,Train,0,1
7247,training_bird_17084,Train,0,1
7248,training_bird_17092,Train,0,1
7249,training_bird_17102,Train,0,1
7250,training_bird_17103,Train,0,1
7251,training_bird_17109,Train,0,1
7252,training_bird_1711,Train,0,1
7253,training_bird_17117,Train,0,1
7254,training_bird_17123,Train,0,1
7255,training_bird_17136,Train,0,1
7256,training_bird_17137,Train,0,1
7257,training_bird_1714,Train,0,1
7258,training_bird_17142,Train,0,1
7259,training_bird_17147,Train,0,1
7260,training_bird_17167,Train,0,1
7261,training_bird_1717,Train,0,1
7262,training_bird_17173,Train,0,1
7263,training_bird_17188,Train,0,1
7264,training_bird_17189,Train,0,1
7265,training_bird_172,Train,0,1
7266,training_bird_17207,Train,0,1
7267,training_bird_17211,Train,0,1
7268,training_bird_17216,Train,0,1
7269,training_bird_17217,Train,0,1
7270,training_bird_17219,Train,0,1
7271,training_bird_17220,Train,0,1
7272,training_bird_17222,Train,0,1
7273,training_bird_17227,Train,0,1
7274,training_bird_17229,Train,0,1
7275,training_bird_17236,Train,0,1
7276,training_bird_17238,Train,0,1
7277,training_bird_17246,Train,0,1
7278,training_bird_17250,Train,0,1
7279,training_bird_17251,Train,0,1
7280,training_bird_17254,Train,0,1
7281,training_bird_17257,Train,0,1
7282,training_bird_17262,Train,0,1
7283,training_bird_17268,Train,0,1
7284,training_bird_17277,Train,0,1
7285,training_bird_17291,Train,0,1
7286,training_bird_17292,Train,0,1
7287,training_bird_17299,Train,0,1
7288,training_bird_17305,Train,0,1
7289,training_bird_17306,Train,0,1
7290,training_bird_17309,Train,0,1
7291,training_bird_17310,Train,0,1
7292,training_bird_17312,Train,0,1
7293,training_bird_17313,Train,0,1
7294,training_bird_17315,Train,0,1
7295,training_bird_17317,Train,0,1
7296,training_bird_17323,Train,0,1
7297,training_bird_17324,Train,0,1
7298,training_bird_17325,Train,0,1
7299,training_bird_17332,Train,0,1
7300,training_bird_17339,Train,0,1
7301,training_bird_1735,Train,0,1
7302,training_bird_17366,Train,0,1
7303,training_bird_17382,Train,0,1
7304,training_bird_17394,Train,0,1
7305,training_bird_17395,Train,0,1
7306,training_bird_174,Train,0,1
7307,training_bird_17407,Train,0,1
7308,training_bird_17410,Train,0,1
7309,training_bird_17413,Train,0,1
7310,training_bird_1742,Train,0,1
7311,training_bird_17426,Train,0,1
7312,training_bird_17430,Train,0,1
7313,training_bird_17432,Train,0,1
7314,training_bird_17435,Train,0,1
7315,training_bird_17436,Train,0,1
7316,training_bird_17437,Train,0,1
7317,training_bird_17440,Train,0,1
7318,training_bird_17449,Train,0,1
7319,training_bird_17455,Train,0,1
7320,training_bird_17458,Train,0,1
7321,training_bird_17461,Train,0,1
7322,training_bird_17466,Train,0,1
7323,training_bird_1747,Train,0,1
7324,training_bird_17477,Train,0,1
7325,training_bird_17479,Train,0,1
7326,training_bird_17482,Train,0,1
7327,training_bird_17486,Train,0,1
7328,training_bird_17488,Train,0,1
7329,training_bird_17495,Train,0,1
7330,training_bird_17504,Train,0,1
7331,training_bird_17511,Train,0,1
7332,training_bird_17514,Train,0,1
7333,training_bird_17519,Train,0,1
7334,training_bird_17520,Train,0,1
7335,training_bird_17543,Train,0,1
7336,training_bird_17549,Train,0,1
7337,training_bird_17553,Train,0,1
7338,training_bird_1756,Train,0,1
7339,training_bird_17562,Train,0,1
7340,training_bird_17568,Train,0,1
7341,training_bird_17574,Train,0,1
7342,training_bird_17576,Train,0,1
7343,training_bird_17577,Train,0,1
7344,training_bird_17580,Train,0,1
7345,training_bird_17586,Train,0,1
7346,training_bird_17597,Train,0,1
7347,training_bird_176,Train,0,1
7348,training_bird_17600,Train,0,1
7349,training_bird_17601,Train,0,1
7350,training_bird_17611,Train,0,1
7351,training_bird_17616,Train,0,1
7352,training_bird_17618,Train,0,1
7353,training_bird_17625,Train,0,1
7354,training_bird_1763,Train,0,1
7355,training_bird_17630,Train,0,1
7356,training_bird_17652,Train,0,1
7357,training_bird_17662,Train,0,1
7358,training_bird_17663,Train,0,1
7359,training_bird_17668,Train,0,1
7360,training_bird_17669,Train,0,1
7361,training_bird_1767,Train,0,1
7362,training_bird_17675,Train,0,1
7363,training_bird_17676,Train,0,1
7364,training_bird_1768,Train,0,1
7365,training_bird_17681,Train,0,1
7366,training_bird_17683,Train,0,1
7367,training_bird_17692,Train,0,1
7368,training_bird_17701,Train,0,1
7369,training_bird_17707,Train,0,1
7370,training_bird_17709,Train,0,1
7371,training_bird_17720,Train,0,1
7372,training_bird_17733,Train,0,1
7373,training_bird_17736,Train,0,1
7374,training_bird_17737,Train,0,1
7375,training_bird_1774,Train,0,1
7376,training_bird_17746,Train,0,1
7377,training_bird_17756,Train,0,1
7378,training_bird_17761,Train,0,1
7379,training_bird_17764,Train,0,1
7380,training_bird_17785,Train,0,1
7381,training_bird_17797,Train,0,1
7382,training_bird_17806,Train,0,1
7383,training_bird_17812,Train,0,1
7384,training_bird_17816,Train,0,1
7385,training_bird_17820,Train,0,1
7386,training_bird_17836,Train,0,1
7387,training_bird_17845,Train,0,1
7388,training_bird_17854,Train,0,1
7389,training_bird_17860,Train,0,1
7390,training_bird_17870,Train,0,1
7391,training_bird_17872,Train,0,1
7392,training_bird_17887,Train,0,1
7393,training_bird_17888,Train,0,1
7394,training_bird_1789,Train,0,1
7395,training_bird_17895,Train,0,1
7396,training_bird_17903,Train,0,1
7397,training_bird_17913,Train,0,1
7398,training_bird_1792,Train,0,1
7399,training_bird_17926,Train,0,1
7400,training_bird_17927,Train,0,1
7401,training_bird_17935,Train,0,1
7402,training_bird_17940,Train,0,1
7403,training_bird_17947,Train,0,1
7404,training_bird_17949,Train,0,1
7405,training_bird_1795,Train,0,1
7406,training_bird_17955,Train,0,1
7407,training_bird_17960,Train,0,1
7408,training_bird_17962,Train,0,1
7409,training_bird_17971,Train,0,1
7410,training_bird_17973,Train,0,1
7411,training_bird_17977,Train,0,1
7412,training_bird_17987,Train,0,1
7413,training_bird_17989,Train,0,1
7414,training_bird_17998,Train,0,1
7415,training_bird_18000,Train,0,1
7416,training_bird_18012,Train,0,1
7417,training_bird_18017,Train,0,1
7418,training_bird_18024,Train,0,1
7419,training_bird_18030,Train,0,1
7420,training_bird_18031,Train,0,1
7421,training_bird_18036,Train,0,1
7422,training_bird_18039,Train,0,1
7423,training_bird_18064,Train,0,1
7424,training_bird_18067,Train,0,1
7425,training_bird_18069,Train,0,1
7426,training_bird_1807,Train,0,1
7427,training_bird_18076,Train,0,1
7428,training_bird_18079,Train,0,1
7429,training_bird_18099,Train,0,1
7430,training_bird_18111,Train,0,1
7431,training_bird_18121,Train,0,1
7432,training_bird_18129,Train,0,1
7433,training_bird_1813,Train,0,1
7434,training_bird_18133,Train,0,1
7435,training_bird_1814,Train,0,1
7436,training_bird_18144,Train,0,1
7437,training_bird_18153,Train,0,1
7438,training_bird_18165,Train,0,1
7439,training_bird_18172,Train,0,1
7440,training_bird_18178,Train,0,1
7441,training_bird_18180,Train,0,1
7442,training_bird_18182,Train,0,1
7443,training_bird_18185,Train,0,1
7444,training_bird_18187,Train,0,1
7445,training_bird_18193,Train,0,1
7446,training_bird_18205,Train,0,1
7447,training_bird_18207,Train,0,1
7448,training_bird_18210,Train,0,1
7449,training_bird_18219,Train,0,1
7450,training_bird_1822,Train,0,1
7451,training_bird_18231,Train,0,1
7452,training_bird_18239,Train,0,1
7453,training_bird_18243,Train,0,1
7454,training_bird_18247,Train,0,1
7455,training_bird_18249,Train,0,1
7456,training_bird_18257,Train,0,1
7457,training_bird_18258,Train,0,1
7458,training_bird_18264,Train,0,1
7459,training_bird_18266,Train,0,1
7460,training_bird_18278,Train,0,1
7461,training_bird_18293,Train,0,1
7462,training_bird_18295,Train,0,1
7463,training_bird_18298,Train,0,1
7464,training_bird_18315,Train,0,1
7465,training_bird_18319,Train,0,1
7466,training_bird_18320,Train,0,1
7467,training_bird_18321,Train,0,1
7468,training_bird_18328,Train,0,1
7469,training_bird_18329,Train,0,1
7470,training_bird_18339,Train,0,1
7471,training_bird_18343,Train,0,1
7472,training_bird_1835,Train,0,1
7473,training_bird_18356,Train,0,1
7474,training_bird_18359,Train,0,1
7475,training_bird_18364,Train,0,1
7476,training_bird_18367,Train,0,1
7477,training_bird_18372,Train,0,1
7478,training_bird_18379,Train,0,1
7479,training_bird_18380,Train,0,1
7480,training_bird_18384,Train,0,1
7481,training_bird_18388,Train,0,1
7482,training_bird_18396,Train,0,1
7483,training_bird_18398,Train,0,1
7484,training_bird_18405,Train,0,1
7485,training_bird_18408,Train,0,1
7486,training_bird_18413,Train,0,1
7487,training_bird_18415,Train,0,1
7488,training_bird_18419,Train,0,1
7489,training_bird_18420,Train,0,1
7490,training_bird_18432,Train,0,1
7491,training_bird_18440,Train,0,1
7492,training_bird_18441,Train,0,1
7493,training_bird_18443,Train,0,1
7494,training_bird_18449,Train,0,1
7495,training_bird_18455,Train,0,1
7496,training_bird_18466,Train,0,1
7497,training_bird_18468,Train,0,1
7498,training_bird_18470,Train,0,1
7499,training_bird_18471,Train,0,1
7500,training_bird_18479,Train,0,1
7501,training_bird_18483,Train,0,1
7502,training_bird_18494,Train,0,1
7503,training_bird_18495,Train,0,1
7504,training_bird_18497,Train,0,1
7505,training_bird_18499,Train,0,1
7506,training_bird_18509,Train,0,1
7507,training_bird_1851,Train,0,1
7508,training_bird_18511,Train,0,1
7509,training_bird_18517,Train,0,1
7510,training_bird_18524,Train,0,1
7511,training_bird_18538,Train,0,1
7512,training_bird_1854,Train,0,1
7513,training_bird_18541,Train,0,1
7514,training_bird_18542,Train,0,1
7515,training_bird_18544,Train,0,1
7516,training_bird_18548,Train,0,1
7517,training_bird_18553,Train,0,1
7518,training_bird_18555,Train,0,1
7519,training_bird_18561,Train,0,1
7520,training_bird_18563,Train,0,1
7521,training_bird_18567,Train,0,1
7522,training_bird_1857,Train,0,1
7523,training_bird_18571,Train,0,1
7524,training_bird_18577,Train,0,1
7525,training_bird_18584,Train,0,1
7526,training_bird_18588,Train,0,1
7527,training_bird_18591,Train,0,1
7528,training_bird_18603,Train,0,1
7529,training_bird_18606,Train,0,1
7530,training_bird_1861,Train,0,1
7531,training_bird_18614,Train,0,1
7532,training_bird_18630,Train,0,1
7533,training_bird_18631,Train,0,1
7534,training_bird_18641,Train,0,1
7535,training_bird_18642,Train,0,1
7536,training_bird_18649,Train,0,1
7537,training_bird_18650,Train,0,1
7538,training_bird_18657,Train,0,1
7539,training_bird_18659,Train,0,1
7540,training_bird_18665,Train,0,1
7541,training_bird_1867,Train,0,1
7542,training_bird_18674,Train,0,1
7543,training_bird_18675,Train,0,1
7544,training_bird_18678,Train,0,1
7545,training_bird_1868,Train,0,1
7546,training_bird_18683,Train,0,1
7547,training_bird_18690,Train,0,1
7548,training_bird_187,Train,0,1
7549,training_bird_18700,Train,0,1
7550,training_bird_18705,Train,0,1
7551,training_bird_18708,Train,0,1
7552,training_bird_18710,Train,0,1
7553,training_bird_18711,Train,0,1
7554,training_bird_18712,Train,0,1
7555,training_bird_18716,Train,0,1
7556,training_bird_18723,Train,0,1
7557,training_bird_18724,Train,0,1
7558,training_bird_18727,Train,0,1
7559,training_bird_18734,Train,0,1
7560,training_bird_18735,Train,0,1
7561,training_bird_18741,Train,0,1
7562,training_bird_18749,Train,0,1
7563,training_bird_18755,Train,0,1
7564,training_bird_18756,Train,0,1
7565,training_bird_18757,Train,0,1
7566,training_bird_18760,Train,0,1
7567,training_bird_18762,Train,0,1
7568,training_bird_18770,Train,0,1
7569,training_bird_18771,Train,0,1
7570,training_bird_18776,Train,0,1
7571,training_bird_18785,Train,0,1
7572,training_bird_18786,Train,0,1
7573,training_bird_18791,Train,0,1
7574,training_bird_18795,Train,0,1
7575,training_bird_188,Train,0,1
7576,training_bird_18802,Train,0,1
7577,training_bird_18812,Train,0,1
7578,training_bird_18815,Train,0,1
7579,training_bird_18817,Train,0,1
7580,training_bird_18820,Train,0,1
7581,training_bird_18821,Train,0,1
7582,training_bird_18825,Train,0,1
7583,training_bird_18829,Train,0,1
7584,training_bird_18830,Train,0,1
7585,training_bird_18838,Train,0,1
7586,training_bird_1884,Train,0,1
7587,training_bird_18842,Train,0,1
7588,training_bird_18843,Train,0,1
7589,training_bird_18855,Train,0,1
7590,training_bird_18856,Train,0,1
7591,training_bird_18859,Train,0,1
7592,training_bird_18881,Train,0,1
7593,training_bird_18885,Train,0,1
7594,training_bird_18887,Train,0,1
7595,training_bird_18888,Train,0,1
7596,training_bird_18898,Train,0,1
7597,training_bird_18903,Train,0,1
7598,training_bird_18905,Train,0,1
7599,training_bird_18906,Train,0,1
7600,training_bird_18924,Train,0,1
7601,training_bird_18930,Train,0,1
7602,training_bird_18934,Train,0,1
7603,training_bird_1895,Train,0,1
7604,training_bird_18955,Train,0,1
7605,training_bird_18956,Train,0,1
7606,training_bird_18963,Train,0,1
7607,training_bird_18967,Train,0,1
7608,training_bird_18969,Train,0,1
7609,training_bird_18972,Train,0,1
7610,training_bird_18973,Train,0,1
7611,training_bird_18981,Train,0,1
7612,training_bird_18982,Train,0,1
7613,training_bird_18983,Train,0,1
7614,training_bird_18984,Train,0,1
7615,training_bird_18992,Train,0,1
7616,training_bird_18996,Train,0,1
7617,training_bird_18999,Train,0,1
7618,training_bird_19,Train,0,1
7619,training_bird_19001,Train,0,1
7620,training_bird_19003,Train,0,1
7621,training_bird_19017,Train,0,1
7622,training_bird_1902,Train,0,1
7623,training_bird_19030,Train,0,1
7624,training_bird_19032,Train,0,1
7625,training_bird_19038,Train,0,1
7626,training_bird_19039,Train,0,1
7627,training_bird_19049,Train,0,1
7628,training_bird_19051,Train,0,1
7629,training_bird_19053,Train,0,1
7630,training_bird_19059,Train,0,1
7631,training_bird_19063,Train,0,1
7632,training_bird_19067,Train,0,1
7633,training_bird_19074,Train,0,1
7634,training_bird_1908,Train,0,1
7635,training_bird_19084,Train,0,1
7636,training_bird_19087,Train,0,1
7637,training_bird_19100,Train,0,1
7638,training_bird_19101,Train,0,1
7639,training_bird_19116,Train,0,1
7640,training_bird_1912,Train,0,1
7641,training_bird_19121,Train,0,1
7642,training_bird_19123,Train,0,1
7643,training_bird_19133,Train,0,1
7644,training_bird_19138,Train,0,1
7645,training_bird_19157,Train,0,1
7646,training_bird_19165,Train,0,1
7647,training_bird_1918,Train,0,1
7648,training_bird_19180,Train,0,1
7649,training_bird_19194,Train,0,1
7650,training_bird_19206,Train,0,1
7651,training_bird_19213,Train,0,1
7652,training_bird_19214,Train,0,1
7653,training_bird_19215,Train,0,1
7654,training_bird_19220,Train,0,1
7655,training_bird_19224,Train,0,1
7656,training_bird_19231,Train,0,1
7657,training_bird_19232,Train,0,1
7658,training_bird_19235,Train,0,1
7659,training_bird_19242,Train,0,1
7660,training_bird_19248,Train,0,1
7661,training_bird_19256,Train,0,1
7662,training_bird_19259,Train,0,1
7663,training_bird_19263,Train,0,1
7664,training_bird_19280,Train,0,1
7665,training_bird_19282,Train,0,1
7666,training_bird_19288,Train,0,1
7667,training_bird_1929,Train,0,1
7668,training_bird_19293,Train,0,1
7669,training_bird_19294,Train,0,1
7670,training_bird_19296,Train,0,1
7671,training_bird_19297,Train,0,1
7672,training_bird_19300,Train,0,1
7673,training_bird_19303,Train,0,1
7674,training_bird_19305,Train,0,1
7675,training_bird_19306,Train,0,1
7676,training_bird_19309,Train,0,1
7677,training_bird_19315,Train,0,1
7678,training_bird_19318,Train,0,1
7679,training_bird_19319,Train,0,1
7680,training_bird_19322,Train,0,1
7681,training_bird_19326,Train,0,1
7682,training_bird_1933,Train,0,1
7683,training_bird_19354,Train,0,1
7684,training_bird_19360,Train,0,1
7685,training_bird_19361,Train,0,1
7686,training_bird_19368,Train,0,1
7687,training_bird_19400,Train,0,1
7688,training_bird_19409,Train,0,1
7689,training_bird_19417,Train,0,1
7690,training_bird_19419,Train,0,1
7691,training_bird_19420,Train,0,1
7692,training_bird_19422,Train,0,1
7693,training_bird_19423,Train,0,1
7694,training_bird_19424,Train,0,1
7695,training_bird_19425,Train,0,1
7696,training_bird_19432,Train,0,1
7697,training_bird_1944,Train,0,1
7698,training_bird_19440,Train,0,1
7699,training_bird_19445,Train,0,1
7700,training_bird_19481,Train,0,1
7701,training_bird_19495,Train,0,1
7702,training_bird_19504,Train,0,1
7703,training_bird_19513,Train,0,1
7704,training_bird_19514,Train,0,1
7705,training_bird_19519,Train,0,1
7706,training_bird_19520,Train,0,1
7707,training_bird_19524,Train,0,1
7708,training_bird_19525,Train,0,1
7709,training_bird_19527,Train,0,1
7710,training_bird_19529,Train,0,1
7711,training_bird_1954,Train,0,1
7712,training_bird_19546,Train,0,1
7713,training_bird_1955,Train,0,1
7714,training_bird_19552,Train,0,1
7715,training_bird_19557,Train,0,1
7716,training_bird_19558,Train,0,1
7717,training_bird_1956,Train,0,1
7718,training_bird_19562,Train,0,1
7719,training_bird_1957,Train,0,1
7720,training_bird_19570,Train,0,1
7721,training_bird_19574,Train,0,1
7722,training_bird_19575,Train,0,1
7723,training_bird_19580,Train,0,1
7724,training_bird_19582,Train,0,1
7725,training_bird_19584,Train,0,1
7726,training_bird_19590,Train,0,1
7727,training_bird_19593,Train,0,1
7728,training_bird_19597,Train,0,1
7729,training_bird_19601,Train,0,1
7730,training_bird_19602,Train,0,1
7731,training_bird_19605,Train,0,1
7732,training_bird_19608,Train,0,1
7733,training_bird_1961,Train,0,1
7734,training_bird_19612,Train,0,1
7735,training_bird_19616,Train,0,1
7736,training_bird_19626,Train,0,1
7737,training_bird_19637,Train,0,1
7738,training_bird_19638,Train,0,1
7739,training_bird_19649,Train,0,1
7740,training_bird_19655,Train,0,1
7741,training_bird_19659,Train,0,1
7742,training_bird_19664,Train,0,1
7743,training_bird_19666,Train,0,1
7744,training_bird_19667,Train,0,1
7745,training_bird_19676,Train,0,1
7746,training_bird_19677,Train,0,1
7747,training_bird_19684,Train,0,1
7748,training_bird_19696,Train,0,1
7749,training_bird_19704,Train,0,1
7750,training_bird_19705,Train,0,1
7751,training_bird_19707,Train,0,1
7752,training_bird_19713,Train,0,1
7753,training_bird_19717,Train,0,1
7754,training_bird_19719,Train,0,1
7755,training_bird_19721,Train,0,1
7756,training_bird_19727,Train,0,1
7757,training_bird_19739,Train,0,1
7758,training_bird_1974,Train,0,1
7759,training_bird_19743,Train,0,1
7760,training_bird_19750,Train,0,1
7761,training_bird_19751,Train,0,1
7762,training_bird_19767,Train,0,1
7763,training_bird_19774,Train,0,1
7764,training_bird_19776,Train,0,1
7765,training_bird_19778,Train,0,1
7766,training_bird_19786,Train,0,1
7767,training_bird_19804,Train,0,1
7768,training_bird_19805,Train,0,1
7769,training_bird_19806,Train,0,1
7770,training_bird_1981,Train,0,1
7771,training_bird_19812,Train,0,1
7772,training_bird_19813,Train,0,1
7773,training_bird_19816,Train,0,1
7774,training_bird_19820,Train,0,1
7775,training_bird_1983,Train,0,1
7776,training_bird_19833,Train,0,1
7777,training_bird_1984,Train,0,1
7778,training_bird_19840,Train,0,1
7779,training_bird_19846,Train,0,1
7780,training_bird_19853,Train,0,1
7781,training_bird_19857,Train,0,1
7782,training_bird_19859,Train,0,1
7783,training_bird_19860,Train,0,1
7784,training_bird_19861,Train,0,1
7785,training_bird_19863,Train,0,1
7786,training_bird_19864,Train,0,1
7787,training_bird_19867,Train,0,1
7788,training_bird_19871,Train,0,1
7789,training_bird_19875,Train,0,1
7790,training_bird_1988,Train,0,1
7791,training_bird_19885,Train,0,1
7792,training_bird_19886,Train,0,1
7793,training_bird_19888,Train,0,1
7794,training_bird_1989,Train,0,1
7795,training_bird_19894,Train,0,1
7796,training_bird_19896,Train,0,1
